,lig_id,pro_id,dests,score
1004,201,201,./processed_data/pro_lig_2_voxels/train/0201_pro_0201_lig.npy,1
1005,202,836,./processed_data/pro_lig_2_voxels/train/0836_pro_0202_lig.npy,0
1006,202,168,./processed_data/pro_lig_2_voxels/train/0168_pro_0202_lig.npy,0
1007,202,13,./processed_data/pro_lig_2_voxels/train/0013_pro_0202_lig.npy,0
1008,202,546,./processed_data/pro_lig_2_voxels/train/0546_pro_0202_lig.npy,0
1009,202,202,./processed_data/pro_lig_2_voxels/train/0202_pro_0202_lig.npy,1
1010,203,305,./processed_data/pro_lig_2_voxels/train/0305_pro_0203_lig.npy,0
1011,203,618,./processed_data/pro_lig_2_voxels/train/0618_pro_0203_lig.npy,0
1012,203,304,./processed_data/pro_lig_2_voxels/train/0304_pro_0203_lig.npy,0
1013,203,866,./processed_data/pro_lig_2_voxels/train/0866_pro_0203_lig.npy,0
1014,203,203,./processed_data/pro_lig_2_voxels/train/0203_pro_0203_lig.npy,1
1015,204,247,./processed_data/pro_lig_2_voxels/train/0247_pro_0204_lig.npy,0
1016,204,230,./processed_data/pro_lig_2_voxels/train/0230_pro_0204_lig.npy,0
1017,204,407,./processed_data/pro_lig_2_voxels/train/0407_pro_0204_lig.npy,0
1018,204,405,./processed_data/pro_lig_2_voxels/train/0405_pro_0204_lig.npy,0
1019,204,204,./processed_data/pro_lig_2_voxels/train/0204_pro_0204_lig.npy,1
1020,205,177,./processed_data/pro_lig_2_voxels/train/0177_pro_0205_lig.npy,0
1021,205,545,./processed_data/pro_lig_2_voxels/train/0545_pro_0205_lig.npy,0
1022,205,607,./processed_data/pro_lig_2_voxels/train/0607_pro_0205_lig.npy,0
1023,205,781,./processed_data/pro_lig_2_voxels/train/0781_pro_0205_lig.npy,0
1024,205,205,./processed_data/pro_lig_2_voxels/train/0205_pro_0205_lig.npy,1
1025,206,880,./processed_data/pro_lig_2_voxels/train/0880_pro_0206_lig.npy,0
1026,206,695,./processed_data/pro_lig_2_voxels/train/0695_pro_0206_lig.npy,0
1027,206,704,./processed_data/pro_lig_2_voxels/train/0704_pro_0206_lig.npy,0
1028,206,174,./processed_data/pro_lig_2_voxels/train/0174_pro_0206_lig.npy,0
1029,206,206,./processed_data/pro_lig_2_voxels/train/0206_pro_0206_lig.npy,1
1030,207,737,./processed_data/pro_lig_2_voxels/train/0737_pro_0207_lig.npy,0
1031,207,81,./processed_data/pro_lig_2_voxels/train/0081_pro_0207_lig.npy,0
1032,207,888,./processed_data/pro_lig_2_voxels/train/0888_pro_0207_lig.npy,0
1033,207,222,./processed_data/pro_lig_2_voxels/train/0222_pro_0207_lig.npy,0
1034,207,207,./processed_data/pro_lig_2_voxels/train/0207_pro_0207_lig.npy,1
1035,208,359,./processed_data/pro_lig_2_voxels/train/0359_pro_0208_lig.npy,0
1036,208,148,./processed_data/pro_lig_2_voxels/train/0148_pro_0208_lig.npy,0
1037,208,849,./processed_data/pro_lig_2_voxels/train/0849_pro_0208_lig.npy,0
1038,208,218,./processed_data/pro_lig_2_voxels/train/0218_pro_0208_lig.npy,0
1039,208,208,./processed_data/pro_lig_2_voxels/train/0208_pro_0208_lig.npy,1
1040,209,671,./processed_data/pro_lig_2_voxels/train/0671_pro_0209_lig.npy,0
1041,209,826,./processed_data/pro_lig_2_voxels/train/0826_pro_0209_lig.npy,0
1042,209,195,./processed_data/pro_lig_2_voxels/train/0195_pro_0209_lig.npy,0
1043,209,502,./processed_data/pro_lig_2_voxels/train/0502_pro_0209_lig.npy,0
1044,209,209,./processed_data/pro_lig_2_voxels/train/0209_pro_0209_lig.npy,1
1045,210,665,./processed_data/pro_lig_2_voxels/train/0665_pro_0210_lig.npy,0
1046,210,139,./processed_data/pro_lig_2_voxels/train/0139_pro_0210_lig.npy,0
1047,210,373,./processed_data/pro_lig_2_voxels/train/0373_pro_0210_lig.npy,0
1048,210,561,./processed_data/pro_lig_2_voxels/train/0561_pro_0210_lig.npy,0
1049,210,210,./processed_data/pro_lig_2_voxels/train/0210_pro_0210_lig.npy,1
1050,211,237,./processed_data/pro_lig_2_voxels/train/0237_pro_0211_lig.npy,0
1051,211,291,./processed_data/pro_lig_2_voxels/train/0291_pro_0211_lig.npy,0
1052,211,569,./processed_data/pro_lig_2_voxels/train/0569_pro_0211_lig.npy,0
1053,211,141,./processed_data/pro_lig_2_voxels/train/0141_pro_0211_lig.npy,0
1054,211,211,./processed_data/pro_lig_2_voxels/train/0211_pro_0211_lig.npy,1
1055,212,804,./processed_data/pro_lig_2_voxels/train/0804_pro_0212_lig.npy,0
1056,212,466,./processed_data/pro_lig_2_voxels/train/0466_pro_0212_lig.npy,0
1057,212,22,./processed_data/pro_lig_2_voxels/train/0022_pro_0212_lig.npy,0
1058,212,517,./processed_data/pro_lig_2_voxels/train/0517_pro_0212_lig.npy,0
1059,212,212,./processed_data/pro_lig_2_voxels/train/0212_pro_0212_lig.npy,1
1060,213,445,./processed_data/pro_lig_2_voxels/train/0445_pro_0213_lig.npy,0
1061,213,819,./processed_data/pro_lig_2_voxels/train/0819_pro_0213_lig.npy,0
1062,213,303,./processed_data/pro_lig_2_voxels/train/0303_pro_0213_lig.npy,0
1063,213,528,./processed_data/pro_lig_2_voxels/train/0528_pro_0213_lig.npy,0
1064,213,213,./processed_data/pro_lig_2_voxels/train/0213_pro_0213_lig.npy,1
1065,214,223,./processed_data/pro_lig_2_voxels/train/0223_pro_0214_lig.npy,0
1066,214,892,./processed_data/pro_lig_2_voxels/train/0892_pro_0214_lig.npy,0
1067,214,15,./processed_data/pro_lig_2_voxels/train/0015_pro_0214_lig.npy,0
1068,214,869,./processed_data/pro_lig_2_voxels/train/0869_pro_0214_lig.npy,0
1069,214,214,./processed_data/pro_lig_2_voxels/train/0214_pro_0214_lig.npy,1
1070,215,267,./processed_data/pro_lig_2_voxels/train/0267_pro_0215_lig.npy,0
1071,215,254,./processed_data/pro_lig_2_voxels/train/0254_pro_0215_lig.npy,0
1072,215,799,./processed_data/pro_lig_2_voxels/train/0799_pro_0215_lig.npy,0
1073,215,315,./processed_data/pro_lig_2_voxels/train/0315_pro_0215_lig.npy,0
1074,215,215,./processed_data/pro_lig_2_voxels/train/0215_pro_0215_lig.npy,1
1075,216,538,./processed_data/pro_lig_2_voxels/train/0538_pro_0216_lig.npy,0
1076,216,747,./processed_data/pro_lig_2_voxels/train/0747_pro_0216_lig.npy,0
1077,216,138,./processed_data/pro_lig_2_voxels/train/0138_pro_0216_lig.npy,0
1078,216,345,./processed_data/pro_lig_2_voxels/train/0345_pro_0216_lig.npy,0
1079,216,216,./processed_data/pro_lig_2_voxels/train/0216_pro_0216_lig.npy,1
1080,217,119,./processed_data/pro_lig_2_voxels/train/0119_pro_0217_lig.npy,0
1081,217,458,./processed_data/pro_lig_2_voxels/train/0458_pro_0217_lig.npy,0
1082,217,486,./processed_data/pro_lig_2_voxels/train/0486_pro_0217_lig.npy,0
1083,217,691,./processed_data/pro_lig_2_voxels/train/0691_pro_0217_lig.npy,0
1084,217,217,./processed_data/pro_lig_2_voxels/train/0217_pro_0217_lig.npy,1
1085,218,132,./processed_data/pro_lig_2_voxels/train/0132_pro_0218_lig.npy,0
1086,218,698,./processed_data/pro_lig_2_voxels/train/0698_pro_0218_lig.npy,0
1087,218,604,./processed_data/pro_lig_2_voxels/train/0604_pro_0218_lig.npy,0
1088,218,503,./processed_data/pro_lig_2_voxels/train/0503_pro_0218_lig.npy,0
1089,218,218,./processed_data/pro_lig_2_voxels/train/0218_pro_0218_lig.npy,1
1090,219,189,./processed_data/pro_lig_2_voxels/train/0189_pro_0219_lig.npy,0
1091,219,76,./processed_data/pro_lig_2_voxels/train/0076_pro_0219_lig.npy,0
1092,219,761,./processed_data/pro_lig_2_voxels/train/0761_pro_0219_lig.npy,0
1093,219,606,./processed_data/pro_lig_2_voxels/train/0606_pro_0219_lig.npy,0
1094,219,219,./processed_data/pro_lig_2_voxels/train/0219_pro_0219_lig.npy,1
1095,220,713,./processed_data/pro_lig_2_voxels/train/0713_pro_0220_lig.npy,0
1096,220,575,./processed_data/pro_lig_2_voxels/train/0575_pro_0220_lig.npy,0
1097,220,32,./processed_data/pro_lig_2_voxels/train/0032_pro_0220_lig.npy,0
1098,220,506,./processed_data/pro_lig_2_voxels/train/0506_pro_0220_lig.npy,0
1099,220,220,./processed_data/pro_lig_2_voxels/train/0220_pro_0220_lig.npy,1
1100,221,826,./processed_data/pro_lig_2_voxels/train/0826_pro_0221_lig.npy,0
1101,221,60,./processed_data/pro_lig_2_voxels/train/0060_pro_0221_lig.npy,0
1102,221,102,./processed_data/pro_lig_2_voxels/train/0102_pro_0221_lig.npy,0
1103,221,595,./processed_data/pro_lig_2_voxels/train/0595_pro_0221_lig.npy,0
1104,221,221,./processed_data/pro_lig_2_voxels/train/0221_pro_0221_lig.npy,1
1105,222,896,./processed_data/pro_lig_2_voxels/train/0896_pro_0222_lig.npy,0
1106,222,683,./processed_data/pro_lig_2_voxels/train/0683_pro_0222_lig.npy,0
1107,222,64,./processed_data/pro_lig_2_voxels/train/0064_pro_0222_lig.npy,0
1108,222,867,./processed_data/pro_lig_2_voxels/train/0867_pro_0222_lig.npy,0
1109,222,222,./processed_data/pro_lig_2_voxels/train/0222_pro_0222_lig.npy,1
1110,223,126,./processed_data/pro_lig_2_voxels/train/0126_pro_0223_lig.npy,0
1111,223,525,./processed_data/pro_lig_2_voxels/train/0525_pro_0223_lig.npy,0
1112,223,726,./processed_data/pro_lig_2_voxels/train/0726_pro_0223_lig.npy,0
1113,223,516,./processed_data/pro_lig_2_voxels/train/0516_pro_0223_lig.npy,0
1114,223,223,./processed_data/pro_lig_2_voxels/train/0223_pro_0223_lig.npy,1
1115,224,272,./processed_data/pro_lig_2_voxels/train/0272_pro_0224_lig.npy,0
1116,224,668,./processed_data/pro_lig_2_voxels/train/0668_pro_0224_lig.npy,0
1117,224,501,./processed_data/pro_lig_2_voxels/train/0501_pro_0224_lig.npy,0
1118,224,559,./processed_data/pro_lig_2_voxels/train/0559_pro_0224_lig.npy,0
1119,224,224,./processed_data/pro_lig_2_voxels/train/0224_pro_0224_lig.npy,1
1120,225,544,./processed_data/pro_lig_2_voxels/train/0544_pro_0225_lig.npy,0
1121,225,184,./processed_data/pro_lig_2_voxels/train/0184_pro_0225_lig.npy,0
1122,225,170,./processed_data/pro_lig_2_voxels/train/0170_pro_0225_lig.npy,0
1123,225,791,./processed_data/pro_lig_2_voxels/train/0791_pro_0225_lig.npy,0
1124,225,225,./processed_data/pro_lig_2_voxels/train/0225_pro_0225_lig.npy,1
1125,226,103,./processed_data/pro_lig_2_voxels/train/0103_pro_0226_lig.npy,0
1126,226,533,./processed_data/pro_lig_2_voxels/train/0533_pro_0226_lig.npy,0
1127,226,584,./processed_data/pro_lig_2_voxels/train/0584_pro_0226_lig.npy,0
1128,226,679,./processed_data/pro_lig_2_voxels/train/0679_pro_0226_lig.npy,0
1129,226,226,./processed_data/pro_lig_2_voxels/train/0226_pro_0226_lig.npy,1
1130,227,43,./processed_data/pro_lig_2_voxels/train/0043_pro_0227_lig.npy,0
1131,227,380,./processed_data/pro_lig_2_voxels/train/0380_pro_0227_lig.npy,0
1132,227,665,./processed_data/pro_lig_2_voxels/train/0665_pro_0227_lig.npy,0
1133,227,557,./processed_data/pro_lig_2_voxels/train/0557_pro_0227_lig.npy,0
1134,227,227,./processed_data/pro_lig_2_voxels/train/0227_pro_0227_lig.npy,1
1135,228,110,./processed_data/pro_lig_2_voxels/train/0110_pro_0228_lig.npy,0
1136,228,770,./processed_data/pro_lig_2_voxels/train/0770_pro_0228_lig.npy,0
1137,228,818,./processed_data/pro_lig_2_voxels/train/0818_pro_0228_lig.npy,0
1138,228,790,./processed_data/pro_lig_2_voxels/train/0790_pro_0228_lig.npy,0
1139,228,228,./processed_data/pro_lig_2_voxels/train/0228_pro_0228_lig.npy,1
1140,229,390,./processed_data/pro_lig_2_voxels/train/0390_pro_0229_lig.npy,0
1141,229,260,./processed_data/pro_lig_2_voxels/train/0260_pro_0229_lig.npy,0
1142,229,751,./processed_data/pro_lig_2_voxels/train/0751_pro_0229_lig.npy,0
1143,229,258,./processed_data/pro_lig_2_voxels/train/0258_pro_0229_lig.npy,0
1144,229,229,./processed_data/pro_lig_2_voxels/train/0229_pro_0229_lig.npy,1
1145,230,79,./processed_data/pro_lig_2_voxels/train/0079_pro_0230_lig.npy,0
1146,230,123,./processed_data/pro_lig_2_voxels/train/0123_pro_0230_lig.npy,0
1147,230,301,./processed_data/pro_lig_2_voxels/train/0301_pro_0230_lig.npy,0
1148,230,87,./processed_data/pro_lig_2_voxels/train/0087_pro_0230_lig.npy,0
1149,230,230,./processed_data/pro_lig_2_voxels/train/0230_pro_0230_lig.npy,1
1150,231,265,./processed_data/pro_lig_2_voxels/train/0265_pro_0231_lig.npy,0
1151,231,740,./processed_data/pro_lig_2_voxels/train/0740_pro_0231_lig.npy,0
1152,231,782,./processed_data/pro_lig_2_voxels/train/0782_pro_0231_lig.npy,0
1153,231,583,./processed_data/pro_lig_2_voxels/train/0583_pro_0231_lig.npy,0
1154,231,231,./processed_data/pro_lig_2_voxels/train/0231_pro_0231_lig.npy,1
1155,232,633,./processed_data/pro_lig_2_voxels/train/0633_pro_0232_lig.npy,0
1156,232,228,./processed_data/pro_lig_2_voxels/train/0228_pro_0232_lig.npy,0
1157,232,586,./processed_data/pro_lig_2_voxels/train/0586_pro_0232_lig.npy,0
1158,232,37,./processed_data/pro_lig_2_voxels/train/0037_pro_0232_lig.npy,0
1159,232,232,./processed_data/pro_lig_2_voxels/train/0232_pro_0232_lig.npy,1
1160,233,533,./processed_data/pro_lig_2_voxels/train/0533_pro_0233_lig.npy,0
1161,233,858,./processed_data/pro_lig_2_voxels/train/0858_pro_0233_lig.npy,0
1162,233,194,./processed_data/pro_lig_2_voxels/train/0194_pro_0233_lig.npy,0
1163,233,214,./processed_data/pro_lig_2_voxels/train/0214_pro_0233_lig.npy,0
1164,233,233,./processed_data/pro_lig_2_voxels/train/0233_pro_0233_lig.npy,1
1165,234,239,./processed_data/pro_lig_2_voxels/train/0239_pro_0234_lig.npy,0
1166,234,863,./processed_data/pro_lig_2_voxels/train/0863_pro_0234_lig.npy,0
1167,234,392,./processed_data/pro_lig_2_voxels/train/0392_pro_0234_lig.npy,0
1168,234,756,./processed_data/pro_lig_2_voxels/train/0756_pro_0234_lig.npy,0
1169,234,234,./processed_data/pro_lig_2_voxels/train/0234_pro_0234_lig.npy,1
1170,235,521,./processed_data/pro_lig_2_voxels/train/0521_pro_0235_lig.npy,0
1171,235,169,./processed_data/pro_lig_2_voxels/train/0169_pro_0235_lig.npy,0
1172,235,89,./processed_data/pro_lig_2_voxels/train/0089_pro_0235_lig.npy,0
1173,235,661,./processed_data/pro_lig_2_voxels/train/0661_pro_0235_lig.npy,0
1174,235,235,./processed_data/pro_lig_2_voxels/train/0235_pro_0235_lig.npy,1
1175,236,797,./processed_data/pro_lig_2_voxels/train/0797_pro_0236_lig.npy,0
1176,236,780,./processed_data/pro_lig_2_voxels/train/0780_pro_0236_lig.npy,0
1177,236,103,./processed_data/pro_lig_2_voxels/train/0103_pro_0236_lig.npy,0
1178,236,837,./processed_data/pro_lig_2_voxels/train/0837_pro_0236_lig.npy,0
1179,236,236,./processed_data/pro_lig_2_voxels/train/0236_pro_0236_lig.npy,1
1180,237,794,./processed_data/pro_lig_2_voxels/train/0794_pro_0237_lig.npy,0
1181,237,194,./processed_data/pro_lig_2_voxels/train/0194_pro_0237_lig.npy,0
1182,237,329,./processed_data/pro_lig_2_voxels/train/0329_pro_0237_lig.npy,0
1183,237,66,./processed_data/pro_lig_2_voxels/train/0066_pro_0237_lig.npy,0
1184,237,237,./processed_data/pro_lig_2_voxels/train/0237_pro_0237_lig.npy,1
1185,238,891,./processed_data/pro_lig_2_voxels/train/0891_pro_0238_lig.npy,0
1186,238,492,./processed_data/pro_lig_2_voxels/train/0492_pro_0238_lig.npy,0
1187,238,675,./processed_data/pro_lig_2_voxels/train/0675_pro_0238_lig.npy,0
1188,238,272,./processed_data/pro_lig_2_voxels/train/0272_pro_0238_lig.npy,0
1189,238,238,./processed_data/pro_lig_2_voxels/train/0238_pro_0238_lig.npy,1
1190,239,522,./processed_data/pro_lig_2_voxels/train/0522_pro_0239_lig.npy,0
1191,239,561,./processed_data/pro_lig_2_voxels/train/0561_pro_0239_lig.npy,0
1192,239,824,./processed_data/pro_lig_2_voxels/train/0824_pro_0239_lig.npy,0
1193,239,284,./processed_data/pro_lig_2_voxels/train/0284_pro_0239_lig.npy,0
1194,239,239,./processed_data/pro_lig_2_voxels/train/0239_pro_0239_lig.npy,1
1195,240,557,./processed_data/pro_lig_2_voxels/train/0557_pro_0240_lig.npy,0
1196,240,46,./processed_data/pro_lig_2_voxels/train/0046_pro_0240_lig.npy,0
1197,240,597,./processed_data/pro_lig_2_voxels/train/0597_pro_0240_lig.npy,0
1198,240,193,./processed_data/pro_lig_2_voxels/train/0193_pro_0240_lig.npy,0
1199,240,240,./processed_data/pro_lig_2_voxels/train/0240_pro_0240_lig.npy,1
1200,241,151,./processed_data/pro_lig_2_voxels/train/0151_pro_0241_lig.npy,0
1201,241,470,./processed_data/pro_lig_2_voxels/train/0470_pro_0241_lig.npy,0
1202,241,219,./processed_data/pro_lig_2_voxels/train/0219_pro_0241_lig.npy,0
1203,241,141,./processed_data/pro_lig_2_voxels/train/0141_pro_0241_lig.npy,0
1204,241,241,./processed_data/pro_lig_2_voxels/train/0241_pro_0241_lig.npy,1
1205,242,463,./processed_data/pro_lig_2_voxels/train/0463_pro_0242_lig.npy,0
1206,242,210,./processed_data/pro_lig_2_voxels/train/0210_pro_0242_lig.npy,0
1207,242,508,./processed_data/pro_lig_2_voxels/train/0508_pro_0242_lig.npy,0
1208,242,638,./processed_data/pro_lig_2_voxels/train/0638_pro_0242_lig.npy,0
1209,242,242,./processed_data/pro_lig_2_voxels/train/0242_pro_0242_lig.npy,1
1210,243,316,./processed_data/pro_lig_2_voxels/train/0316_pro_0243_lig.npy,0
1211,243,405,./processed_data/pro_lig_2_voxels/train/0405_pro_0243_lig.npy,0
1212,243,330,./processed_data/pro_lig_2_voxels/train/0330_pro_0243_lig.npy,0
1213,243,598,./processed_data/pro_lig_2_voxels/train/0598_pro_0243_lig.npy,0
1214,243,243,./processed_data/pro_lig_2_voxels/train/0243_pro_0243_lig.npy,1
1215,244,704,./processed_data/pro_lig_2_voxels/train/0704_pro_0244_lig.npy,0
1216,244,603,./processed_data/pro_lig_2_voxels/train/0603_pro_0244_lig.npy,0
1217,244,311,./processed_data/pro_lig_2_voxels/train/0311_pro_0244_lig.npy,0
1218,244,552,./processed_data/pro_lig_2_voxels/train/0552_pro_0244_lig.npy,0
1219,244,244,./processed_data/pro_lig_2_voxels/train/0244_pro_0244_lig.npy,1
1220,245,426,./processed_data/pro_lig_2_voxels/train/0426_pro_0245_lig.npy,0
1221,245,817,./processed_data/pro_lig_2_voxels/train/0817_pro_0245_lig.npy,0
1222,245,134,./processed_data/pro_lig_2_voxels/train/0134_pro_0245_lig.npy,0
1223,245,19,./processed_data/pro_lig_2_voxels/train/0019_pro_0245_lig.npy,0
1224,245,245,./processed_data/pro_lig_2_voxels/train/0245_pro_0245_lig.npy,1
1225,246,898,./processed_data/pro_lig_2_voxels/train/0898_pro_0246_lig.npy,0
1226,246,345,./processed_data/pro_lig_2_voxels/train/0345_pro_0246_lig.npy,0
1227,246,525,./processed_data/pro_lig_2_voxels/train/0525_pro_0246_lig.npy,0
1228,246,594,./processed_data/pro_lig_2_voxels/train/0594_pro_0246_lig.npy,0
1229,246,246,./processed_data/pro_lig_2_voxels/train/0246_pro_0246_lig.npy,1
1230,247,359,./processed_data/pro_lig_2_voxels/train/0359_pro_0247_lig.npy,0
1231,247,246,./processed_data/pro_lig_2_voxels/train/0246_pro_0247_lig.npy,0
1232,247,269,./processed_data/pro_lig_2_voxels/train/0269_pro_0247_lig.npy,0
1233,247,477,./processed_data/pro_lig_2_voxels/train/0477_pro_0247_lig.npy,0
1234,247,247,./processed_data/pro_lig_2_voxels/train/0247_pro_0247_lig.npy,1
1235,248,792,./processed_data/pro_lig_2_voxels/train/0792_pro_0248_lig.npy,0
1236,248,731,./processed_data/pro_lig_2_voxels/train/0731_pro_0248_lig.npy,0
1237,248,481,./processed_data/pro_lig_2_voxels/train/0481_pro_0248_lig.npy,0
1238,248,469,./processed_data/pro_lig_2_voxels/train/0469_pro_0248_lig.npy,0
1239,248,248,./processed_data/pro_lig_2_voxels/train/0248_pro_0248_lig.npy,1
1240,249,278,./processed_data/pro_lig_2_voxels/train/0278_pro_0249_lig.npy,0
1241,249,202,./processed_data/pro_lig_2_voxels/train/0202_pro_0249_lig.npy,0
1242,249,127,./processed_data/pro_lig_2_voxels/train/0127_pro_0249_lig.npy,0
1243,249,670,./processed_data/pro_lig_2_voxels/train/0670_pro_0249_lig.npy,0
1244,249,249,./processed_data/pro_lig_2_voxels/train/0249_pro_0249_lig.npy,1
1245,250,378,./processed_data/pro_lig_2_voxels/train/0378_pro_0250_lig.npy,0
1246,250,227,./processed_data/pro_lig_2_voxels/train/0227_pro_0250_lig.npy,0
1247,250,450,./processed_data/pro_lig_2_voxels/train/0450_pro_0250_lig.npy,0
1248,250,814,./processed_data/pro_lig_2_voxels/train/0814_pro_0250_lig.npy,0
1249,250,250,./processed_data/pro_lig_2_voxels/train/0250_pro_0250_lig.npy,1
1250,251,434,./processed_data/pro_lig_2_voxels/train/0434_pro_0251_lig.npy,0
1251,251,186,./processed_data/pro_lig_2_voxels/train/0186_pro_0251_lig.npy,0
1252,251,25,./processed_data/pro_lig_2_voxels/train/0025_pro_0251_lig.npy,0
1253,251,296,./processed_data/pro_lig_2_voxels/train/0296_pro_0251_lig.npy,0
1254,251,251,./processed_data/pro_lig_2_voxels/train/0251_pro_0251_lig.npy,1
1255,252,390,./processed_data/pro_lig_2_voxels/train/0390_pro_0252_lig.npy,0
1256,252,587,./processed_data/pro_lig_2_voxels/train/0587_pro_0252_lig.npy,0
1257,252,531,./processed_data/pro_lig_2_voxels/train/0531_pro_0252_lig.npy,0
1258,252,618,./processed_data/pro_lig_2_voxels/train/0618_pro_0252_lig.npy,0
1259,252,252,./processed_data/pro_lig_2_voxels/train/0252_pro_0252_lig.npy,1
1260,253,51,./processed_data/pro_lig_2_voxels/train/0051_pro_0253_lig.npy,0
1261,253,855,./processed_data/pro_lig_2_voxels/train/0855_pro_0253_lig.npy,0
1262,253,597,./processed_data/pro_lig_2_voxels/train/0597_pro_0253_lig.npy,0
1263,253,151,./processed_data/pro_lig_2_voxels/train/0151_pro_0253_lig.npy,0
1264,253,253,./processed_data/pro_lig_2_voxels/train/0253_pro_0253_lig.npy,1
1265,254,471,./processed_data/pro_lig_2_voxels/train/0471_pro_0254_lig.npy,0
1266,254,412,./processed_data/pro_lig_2_voxels/train/0412_pro_0254_lig.npy,0
1267,254,303,./processed_data/pro_lig_2_voxels/train/0303_pro_0254_lig.npy,0
1268,254,111,./processed_data/pro_lig_2_voxels/train/0111_pro_0254_lig.npy,0
1269,254,254,./processed_data/pro_lig_2_voxels/train/0254_pro_0254_lig.npy,1
1270,255,231,./processed_data/pro_lig_2_voxels/train/0231_pro_0255_lig.npy,0
1271,255,78,./processed_data/pro_lig_2_voxels/train/0078_pro_0255_lig.npy,0
1272,255,705,./processed_data/pro_lig_2_voxels/train/0705_pro_0255_lig.npy,0
1273,255,848,./processed_data/pro_lig_2_voxels/train/0848_pro_0255_lig.npy,0
1274,255,255,./processed_data/pro_lig_2_voxels/train/0255_pro_0255_lig.npy,1
1275,256,184,./processed_data/pro_lig_2_voxels/train/0184_pro_0256_lig.npy,0
1276,256,408,./processed_data/pro_lig_2_voxels/train/0408_pro_0256_lig.npy,0
1277,256,467,./processed_data/pro_lig_2_voxels/train/0467_pro_0256_lig.npy,0
1278,256,405,./processed_data/pro_lig_2_voxels/train/0405_pro_0256_lig.npy,0
1279,256,256,./processed_data/pro_lig_2_voxels/train/0256_pro_0256_lig.npy,1
1280,257,254,./processed_data/pro_lig_2_voxels/train/0254_pro_0257_lig.npy,0
1281,257,856,./processed_data/pro_lig_2_voxels/train/0856_pro_0257_lig.npy,0
1282,257,671,./processed_data/pro_lig_2_voxels/train/0671_pro_0257_lig.npy,0
1283,257,676,./processed_data/pro_lig_2_voxels/train/0676_pro_0257_lig.npy,0
1284,257,257,./processed_data/pro_lig_2_voxels/train/0257_pro_0257_lig.npy,1
1285,258,838,./processed_data/pro_lig_2_voxels/train/0838_pro_0258_lig.npy,0
1286,258,739,./processed_data/pro_lig_2_voxels/train/0739_pro_0258_lig.npy,0
1287,258,327,./processed_data/pro_lig_2_voxels/train/0327_pro_0258_lig.npy,0
1288,258,694,./processed_data/pro_lig_2_voxels/train/0694_pro_0258_lig.npy,0
1289,258,258,./processed_data/pro_lig_2_voxels/train/0258_pro_0258_lig.npy,1
1290,259,290,./processed_data/pro_lig_2_voxels/train/0290_pro_0259_lig.npy,0
1291,259,168,./processed_data/pro_lig_2_voxels/train/0168_pro_0259_lig.npy,0
1292,259,541,./processed_data/pro_lig_2_voxels/train/0541_pro_0259_lig.npy,0
1293,259,42,./processed_data/pro_lig_2_voxels/train/0042_pro_0259_lig.npy,0
1294,259,259,./processed_data/pro_lig_2_voxels/train/0259_pro_0259_lig.npy,1
1295,260,34,./processed_data/pro_lig_2_voxels/train/0034_pro_0260_lig.npy,0
1296,260,531,./processed_data/pro_lig_2_voxels/train/0531_pro_0260_lig.npy,0
1297,260,738,./processed_data/pro_lig_2_voxels/train/0738_pro_0260_lig.npy,0
1298,260,677,./processed_data/pro_lig_2_voxels/train/0677_pro_0260_lig.npy,0
1299,260,260,./processed_data/pro_lig_2_voxels/train/0260_pro_0260_lig.npy,1
1300,261,167,./processed_data/pro_lig_2_voxels/train/0167_pro_0261_lig.npy,0
1301,261,711,./processed_data/pro_lig_2_voxels/train/0711_pro_0261_lig.npy,0
1302,261,670,./processed_data/pro_lig_2_voxels/train/0670_pro_0261_lig.npy,0
1303,261,83,./processed_data/pro_lig_2_voxels/train/0083_pro_0261_lig.npy,0
1304,261,261,./processed_data/pro_lig_2_voxels/train/0261_pro_0261_lig.npy,1
1305,262,535,./processed_data/pro_lig_2_voxels/train/0535_pro_0262_lig.npy,0
1306,262,25,./processed_data/pro_lig_2_voxels/train/0025_pro_0262_lig.npy,0
1307,262,755,./processed_data/pro_lig_2_voxels/train/0755_pro_0262_lig.npy,0
1308,262,721,./processed_data/pro_lig_2_voxels/train/0721_pro_0262_lig.npy,0
1309,262,262,./processed_data/pro_lig_2_voxels/train/0262_pro_0262_lig.npy,1
1310,263,643,./processed_data/pro_lig_2_voxels/train/0643_pro_0263_lig.npy,0
1311,263,321,./processed_data/pro_lig_2_voxels/train/0321_pro_0263_lig.npy,0
1312,263,368,./processed_data/pro_lig_2_voxels/train/0368_pro_0263_lig.npy,0
1313,263,710,./processed_data/pro_lig_2_voxels/train/0710_pro_0263_lig.npy,0
1314,263,263,./processed_data/pro_lig_2_voxels/train/0263_pro_0263_lig.npy,1
1315,264,20,./processed_data/pro_lig_2_voxels/train/0020_pro_0264_lig.npy,0
1316,264,660,./processed_data/pro_lig_2_voxels/train/0660_pro_0264_lig.npy,0
1317,264,111,./processed_data/pro_lig_2_voxels/train/0111_pro_0264_lig.npy,0
1318,264,397,./processed_data/pro_lig_2_voxels/train/0397_pro_0264_lig.npy,0
1319,264,264,./processed_data/pro_lig_2_voxels/train/0264_pro_0264_lig.npy,1
1320,265,692,./processed_data/pro_lig_2_voxels/train/0692_pro_0265_lig.npy,0
